,Date,Surface Temp,Surface Chla all,Surface Si,Surface NH4,Surface DIP,Surface NO3+2,Surface NO3,Surface NO2,Surface DIN,total_abundance,Akashiwo_sanguineum,Skeletonema,Thalassiosira_nordenskioeldii,Thalassiosira_rotula,Pseudonitzschia
36,1999-09-10,,3.86,,,,,,,,156000.0,0.0,10000.0,0.0,0.0,0.0
37,1999-09-15,22.0,12.19,,,,,,,,1056000.0,0.0,614000.0,0.0,0.0,0.0
38,1999-09-20,20.0,20.43,,,,,,,,3072000.0,0.0,2204000.0,0.0,0.0,0.0
39,1999-09-27,19.0,18.30,,,,,,,,7340000.0,0.0,3942000.0,0.0,0.0,0.0
40,1999-10-06,16.5,4.37,,,,,,,,1715000.0,0.0,137000.0,0.0,0.0,0.0
41,1999-10-11,16.75,3.74,,,,,,,,295000.0,0.0,25000.0,0.0,0.0,0.0
42,1999-10-18,16.0,11.20,,,,,,,,1039000.0,0.0,196000.0,0.0,0.0,0.0
43,1999-10-25,13.5,18.42,,,,,,,,94000.0,0.0,4000.0,0.0,0.0,0.0
44,1999-11-01,13.5,1.32,,,,,,,,211000.0,0.0,68000.0,0.0,0.0,0.0
45,1999-11-01,13.5,1.32,,,,,,,,151000.0,0.0,91000.0,0.0,0.0,0.0
46,1999-11-08,11.5,8.73,,,,,,,,1728000.0,0.0,278000.0,0.0,0.0,0.0
47,1999-11-15,10.25,6.49,,,,,,,,854000.0,0.0,13000.0,0.0,0.0,0.0
48,1999-11-22,10.25,8.74,,,,,,,,861000.0,0.0,0.0,0.0,23000.0,0.0
49,1999-12-01,7.0,5.08,,,,,,,,650000.0,0.0,71000.0,0.0,0.0,0.0
50,1999-12-06,8.75,5.41,,,,,,,,1082000.0,0.0,29000.0,0.0,29000.0,0.0
51,1999-12-13,7.0,4.43,,,,,,,,721000.0,0.0,72000.0,0.0,0.0,0.0
52,1999-12-22,6.5,7.95,,,,,,,,260000.0,0.0,26000.0,0.0,0.0,0.0
53,1999-12-27,4.5,12.81,,,,,,,,1215000.0,0.0,33000.0,0.0,0.0,0.0
54,2000-01-03,5.0,10.45,,,,,,,,1577000.0,0.0,187000.0,0.0,0.0,0.0
55,2000-01-10,5.25,12.59,,,,,,,,2533000.0,0.0,718000.0,0.0,0.0,0.0
56,2000-01-19,-1.0,9.55,,,,,,,,2451000.0,0.0,957000.0,0.0,0.0,0.0
57,2000-01-28,,6.38,,,,,,,,1292000.0,0.0,487000.0,0.0,7000.0,0.0
58,2000-02-02,,10.62,,,,,,,,2767000.0,0.0,371000.0,0.0,6000.0,0.0
59,2000-02-07,1.0,9.25,,,,,,,,2782000.0,0.0,132000.0,0.0,6000.0,0.0
60,2000-02-16,2.0,11.78,,,,,,,,8542000.0,0.0,238000.0,0.0,0.0,0.0
61,2000-02-21,1.5,14.37,,,,,,,,10495000.0,0.0,230000.0,0.0,12000.0,0.0
62,2000-02-28,4.5,12.56,,,,,,,,6204000.0,0.0,349000.0,0.0,0.0,0.0
63,2000-03-06,4.0,11.30,,,,,,,,4440000.0,0.0,355000.0,0.0,0.0,0.0
64,2000-03-15,5.5,11.26,,,,,,,,5746000.0,0.0,54000.0,0.0,0.0,0.0
65,2000-03-20,4.75,15.29,,,,,,,,11030000.0,0.0,73000.0,282000.0,0.0,0.0
66,2000-03-27,6.5,8.24,,,,,,,,14709000.0,0.0,75000.0,0.0,0.0,0.0
67,2000-04-03,8.0,5.03,,,,,,,,1246000.0,0.0,2000.0,397000.0,0.0,0.0
68,2000-04-12,9.0,21.45,,,,,,,,8040000.0,0.0,81000.0,400000.0,0.0,0.0
69,2000-04-17,9.0,3.60,,,,,,,,4405000.0,0.0,91000.0,15000.0,0.0,0.0
70,2000-04-24,8.25,5.19,,,,,,,,892000.0,0.0,24000.0,312000.0,0.0,0.0
71,2000-05-01,9.25,16.39,,,,,,,,1893000.0,0.0,20000.0,62000.0,0.0,0.0
72,2000-05-10,13.25,4.40,,,,,,,,2490000.0,0.0,25000.0,0.0,0.0,0.0
73,2000-05-15,13.5,10.15,,,,,,,,6705550.0,0.0,16400.0,0.0,0.0,0.0
74,2000-05-22,13.5,8.50,,,,,,,,8723601.0,0.0,0.0,0.0,0.0,0.0
75,2000-05-31,14.5,9.23,,,,,,,,15360000.0,0.0,0.0,0.0,0.0,0.0
76,2000-06-05,16.0,7.52,,,,,,,,3954709.0,0.0,53823.0,0.0,0.0,0.0
77,2000-06-14,16.75,31.99,,,,,,,,19184000.0,0.0,284000.0,0.0,0.0,0.0
78,2000-06-19,19.0,9.45,,,,,,,,9102888.0,0.0,908922.0,0.0,0.0,0.0
79,2000-06-26,20.5,8.65,,,,,,,,13234041.0,0.0,222105.0,0.0,0.0,0.0
80,2000-07-06,22.0,8.02,,,,,,,,4740625.0,0.0,3095500.0,0.0,0.0,0.0
81,2000-07-13,22.0,7.56,,,,,,,,6345369.0,0.0,3652773.0,0.0,0.0,0.0
82,2000-07-17,21.5,16.05,,,,,,,,7479813.0,0.0,1605990.0,0.0,0.0,0.0
83,2000-07-24,21.5,9.76,,,,,,,,14729250.0,0.0,10137250.0,0.0,0.0,0.0
84,2000-07-31,21.0,4.97,,,,,,,,677000.0,0.0,171000.0,0.0,0.0,0.0
85,2000-08-07,22.0,19.90,,,,,,,,12771500.0,0.0,2685500.0,0.0,0.0,0.0
86,2000-08-16,21.0,7.90,,,,,,,,1637950.0,0.0,520700.0,0.0,0.0,0.0
87,2000-08-21,20.0,20.32,,,,,,,,20233500.0,0.0,15677375.0,0.0,0.0,0.0
88,2000-08-28,21.0,5.22,,,,,,,,3982902.0,0.0,3011525.0,0.0,0.0,0.0
89,2000-09-04,22.0,10.47,,,,,,,,2146350.0,0.0,984000.0,0.0,0.0,0.0
90,2000-09-11,21.0,23.86,,,,,,,,19244375.0,0.0,11187875.0,0.0,0.0,0.0
91,2000-09-18,19.0,11.67,,,,,,,,12387125.0,0.0,5847625.0,0.0,0.0,0.0
92,2000-09-25,18.0,11.82,,,,,,,,5070828.0,0.0,748323.0,0.0,0.0,0.0
93,2000-10-02,16.5,9.89,,,,,,,,6338535.0,0.0,44421.0,0.0,0.0,0.0
94,2000-10-11,15.0,14.41,,,,,,,,2499048.0,0.0,90768.0,0.0,0.0,0.0
95,2000-10-18,14.0,5.19,,,,,,,,1745000.0,0.0,64000.0,0.0,0.0,0.0
96,2000-10-23,13.0,6.60,,,,,,,,1607000.0,0.0,74000.0,0.0,0.0,0.0
97,2000-10-30,12.0,4.07,,,,,,,,1547000.0,0.0,89000.0,0.0,0.0,0.0
98,2000-11-06,10.0,5.53,,,,,,,,2052963.0,0.0,97394.0,0.0,0.0,0.0
99,2000-11-13,11.3,2.48,,,,,,,,601000.0,0.0,82000.0,0.0,0.0,0.0
100,2000-11-20,9.4,6.41,,,,,,,,763000.0,0.0,51000.0,0.0,0.0,0.0
101,2000-11-27,7.2,6.79,,,,,,,,820000.0,0.0,92000.0,0.0,0.0,0.0
102,2000-12-04,4.0,1.46,,,,,,,,378000.0,0.0,45000.0,0.0,0.0,0.0
103,2000-12-11,4.0,5.53,,,,,,,,1408000.0,0.0,335000.0,0.0,0.0,0.0
104,2000-12-18,4.0,4.46,,,,,,,,1763000.0,0.0,1057000.0,12000.0,0.0,0.0
105,2000-12-28,0.5,3.16,,,,,,,,1971000.0,0.0,1510000.0,48000.0,0.0,0.0
106,2001-01-03,-1.0,1.58,,,,,,,,726000.0,0.0,532000.0,16000.0,0.0,0.0
107,2001-01-08,1.5,4.50,,,,,,,,2002000.0,0.0,1446000.0,150000.0,0.0,0.0
108,2001-01-15,1.0,6.49,,,,,,,,1519000.0,0.0,855000.0,293000.0,0.0,0.0
109,2001-01-22,0.9,12.53,,,,,,,,2221000.0,0.0,1283000.0,555000.0,0.0,0.0
110,2001-01-29,1.8,33.91,,,,,,,,4389050.0,0.0,1857300.0,1767100.0,0.0,0.0
111,2001-02-07,2.2,9.97,,,,,,,,1977000.0,0.0,863000.0,738000.0,0.0,0.0
112,2001-02-12,1.6,1.59,,,,,,,,349000.0,0.0,210000.0,15000.0,0.0,0.0
113,2001-02-19,1.1,10.85,,,,,,,,2573000.0,0.0,1041000.0,1119000.0,0.0,0.0
114,2001-02-26,2.6,2.54,,,,,,,,671000.0,0.0,142000.0,240000.0,0.0,0.0
115,2001-03-08,,6.52,,,,,,,,616000.0,0.0,83000.0,268000.0,0.0,0.0
116,2001-03-14,3.3,1.49,,,,,,,,699000.0,0.0,18000.0,4000.0,0.0,0.0
117,2001-03-19,5.1,17.31,,,,,,,,1831000.0,0.0,23000.0,175000.0,0.0,0.0
118,2001-03-26,4.4,8.02,,,,,,,,2101000.0,0.0,63000.0,655000.0,0.0,0.0
119,2001-04-02,,,,,,,,,,2025688.0,0.0,58072.0,1340780.0,0.0,0.0
120,2001-04-09,6.0,29.06,,,,,,,,4239202.0,0.0,25630.0,3611267.0,0.0,0.0
121,2001-04-20,7.6,7.86,,,,,,,,1742000.0,0.0,87000.0,993000.0,0.0,0.0
122,2001-04-23,9.4,0.93,,,,,,,,335000.0,0.0,24000.0,6000.0,0.0,0.0
123,2001-04-30,10.4,3.03,,,,,,,,1664000.0,0.0,109000.0,160000.0,0.0,0.0
124,2001-05-07,11.7,4.77,,,,,,,,938000.0,0.0,139000.0,244000.0,0.0,0.0
125,2001-05-14,14.6,4.61,,,,,,,,1633000.0,0.0,201000.0,0.0,0.0,0.0
126,2001-05-21,13.0,4.23,,,,,,,,1293000.0,0.0,0.0,0.0,0.0,0.0
127,2001-05-29,14.3,4.42,,,,,,,,816000.0,0.0,0.0,2000.0,0.0,0.0
128,2001-06-04,,,,,,,,,,498000.0,0.0,4000.0,0.0,0.0,0.0
129,2001-06-12,,,,,,,,,,2047950.0,0.0,8200.0,0.0,0.0,0.0
130,2001-06-19,22.1,8.47,,,,,,,,8545917.0,0.0,20502.0,0.0,0.0,0.0
131,2001-06-25,21.3,12.46,,,,,,,,12940625.0,0.0,451000.0,0.0,0.0,0.0
132,2001-07-02,20.3,17.43,,,,,,,,15867000.0,0.0,13863125.0,0.0,0.0,0.0
133,2001-07-09,20.1,6.10,,,,,,,,1788974.0,0.0,328064.0,0.0,0.0,0.0
134,2001-07-16,21.4,4.22,,,,,,,,1900350.0,0.0,24600.0,0.0,0.0,0.0
135,2001-07-23,20.6,13.43,,,,,,,,6549750.0,0.0,1906500.0,0.0,0.0,0.0
136,2001-07-30,21.4,13.19,,,,,,,,7278210.0,0.0,1062687.0,0.0,0.0,0.0
137,2001-08-06,22.5,9.60,,,,,,,,19352000.0,0.0,15892625.0,0.0,0.0,0.0
138,2001-08-13,23.9,47.87,,,,,,,,48103250.0,0.0,39616250.0,0.0,0.0,0.0
139,2001-08-20,21.8,9.93,,,,,,,,8876500.0,0.0,7564500.0,0.0,0.0,0.0
140,2001-08-27,22.6,9.91,,,,,,,,6380625.0,0.0,4551000.0,0.0,0.0,0.0
141,2001-09-05,21.6,12.02,,,,,,,,11903500.0,0.0,11132100.0,0.0,0.0,0.0
1173,2001-09-10,,,,,,,,,,2279000.0,0.0,1365000.0,0.0,0.0,0.0
143,2001-09-17,21.8,5.35,,,,,,,,304000.0,0.0,96000.0,0.0,0.0,0.0
145,2001-09-17,19.7,5.35,,,,,,,,304000.0,0.0,96000.0,0.0,0.0,0.0
142,2001-09-17,21.8,10.74,,,,,,,,304000.0,0.0,96000.0,0.0,0.0,0.0
144,2001-09-17,19.7,10.74,,,,,,,,304000.0,0.0,96000.0,0.0,0.0,0.0
146,2001-09-24,20.7,17.88,,,,,,,,3393000.0,0.0,2848000.0,0.0,0.0,0.0
147,2001-10-01,17.5,8.96,,,,,,,,1112000.0,0.0,489000.0,0.0,0.0,0.0
148,2001-10-08,16.0,6.41,,,,,,,,1045000.0,0.0,55000.0,0.0,0.0,0.0
149,2001-10-15,16.2,4.20,,,,,,,,965000.0,0.0,0.0,0.0,0.0,0.0
150,2001-10-22,15.1,8.24,,,,,,,,2659000.0,0.0,0.0,0.0,0.0,0.0
151,2001-10-29,12.8,6.58,,,,,,,,1444000.0,0.0,9000.0,0.0,0.0,0.0
152,2001-11-05,13.0,12.07,,,,,,,,640000.0,0.0,32000.0,0.0,0.0,0.0
153,2001-11-12,10.0,9.36,,,,,,,,638000.0,0.0,0.0,0.0,0.0,0.0
154,2001-11-19,9.9,4.92,,,,,,,,895000.0,0.0,0.0,0.0,0.0,0.0
155,2001-11-26,9.4,5.72,,,,,,,,263000.0,0.0,0.0,0.0,0.0,0.0
156,2001-12-03,10.2,3.82,,,,,,,,48000.0,0.0,15000.0,0.0,0.0,0.0
157,2001-12-10,8.4,2.38,,,,,,,,37000.0,0.0,2000.0,0.0,0.0,0.0
158,2001-12-17,7.9,2.44,,,,,,,,68000.0,0.0,0.0,0.0,0.0,0.0
159,2001-12-27,5.0,4.60,,,,,,,,166000.0,0.0,10000.0,0.0,0.0,0.0
160,2001-12-31,4.6,0.86,,,,,,,,11500.0,0.0,0.0,0.0,0.0,0.0
161,2002-01-07,3.0,1.29,,,,,,,,119000.0,0.0,0.0,0.0,0.0,0.0
162,2002-01-14,3.2,0.91,,,,,,,,51500.0,0.0,2500.0,0.0,0.0,0.0
163,2002-01-21,1.4,0.63,,,,,,,,176000.0,0.0,17000.0,0.0,0.0,0.0
164,2002-01-28,4.0,2.30,,,,,,,,239000.0,0.0,46000.0,0.0,0.0,0.0
165,2002-02-04,3.3,2.47,,,,,,,,382000.0,0.0,108000.0,0.0,0.0,0.0
166,2002-02-11,4.2,3.43,,,,,,,,451000.0,0.0,115000.0,0.0,0.0,0.0
167,2002-02-18,3.3,5.62,,,,,,,,1005000.0,0.0,721000.0,61000.0,0.0,0.0
168,2002-02-25,4.3,31.55,,,,,,,,9475567.0,0.0,8252846.0,0.0,0.0,0.0
169,2002-03-04,5.2,4.61,,,,,,,,270000.0,0.0,66000.0,52000.0,0.0,0.0
170,2002-03-11,5.4,3.70,,,,,,,,149000.0,0.0,9000.0,7500.0,0.0,0.0
171,2002-03-18,6.0,4.53,,,,,,,,458000.0,0.0,4000.0,351000.0,0.0,0.0
172,2002-03-25,6.0,3.20,,,,,,,,179000.0,0.0,1000.0,0.0,0.0,0.0
173,2002-04-01,7.2,2.54,,,,,,,,110000.0,0.0,4500.0,20000.0,0.0,0.0
174,2002-04-08,7.0,2.15,,,,,,,,286000.0,0.0,6000.0,0.0,0.0,0.0
175,2002-04-15,10.5,2.64,,,,,,,,406000.0,0.0,4000.0,0.0,0.0,0.0
176,2002-04-22,11.8,5.42,,,,,,,,876000.0,0.0,0.0,0.0,29000.0,0.0
177,2002-04-29,9.7,3.32,,,,,,,,201000.0,0.0,3000.0,0.0,0.0,0.0
178,2002-05-06,11.2,7.69,,,,,,,,302000.0,0.0,8000.0,0.0,0.0,0.0
179,2002-05-13,12.3,7.04,,,,,,,,1338000.0,0.0,59000.0,0.0,0.0,0.0
180,2002-05-22,11.9,10.70,,,,,,,,1069000.0,0.0,94000.0,0.0,0.0,0.0
181,2002-05-27,13.7,5.04,,,,,,,,555000.0,0.0,6000.0,0.0,0.0,0.0
182,2002-06-03,15.8,5.29,,,,,,,,2424487.0,0.0,328744.0,0.0,8502.0,0.0
183,2002-06-10,16.7,5.41,,,,,,,,2892125.0,0.0,357000.0,0.0,892500.0,0.0
184,2002-06-17,15.9,6.04,,,,,,,,2050000.0,0.0,108000.0,0.0,159000.0,0.0
185,2002-06-24,19.4,6.98,,,,,,,,1728000.0,0.0,18000.0,0.0,22000.0,0.0
186,2002-07-01,21.4,11.88,,,,,,,,9106500.0,0.0,6038500.0,0.0,0.0,0.0
187,2002-07-09,21.6,6.13,,,,,,,,10767505.0,0.0,8847986.0,0.0,0.0,0.0
188,2002-07-15,21.0,4.89,,,,,,,,911000.0,0.0,228000.0,0.0,0.0,0.0
189,2002-07-22,21.6,6.84,,,,,,,,703000.0,0.0,40000.0,0.0,0.0,0.0
190,2002-07-29,21.9,8.14,,,,,,,,2372141.0,0.0,358405.0,0.0,0.0,0.0
191,2002-08-05,24.8,6.39,,,,,,,,2580000.0,0.0,1360000.0,0.0,0.0,0.0
192,2002-08-12,22.3,8.70,,,,,,,,889000.0,0.0,274000.0,0.0,0.0,0.0
193,2002-08-19,24.5,13.69,,,,,,,,3897120.0,0.0,3433440.0,0.0,0.0,0.0
194,2002-08-27,22.3,2.70,,,,,,,,26000.0,0.0,0.0,0.0,0.0,0.0
195,2002-09-06,20.5,1.40,,,,,,,,41000.0,0.0,10000.0,0.0,0.0,0.0
196,2002-09-11,21.8,9.92,,,,,,,,2460000.0,0.0,1467000.0,0.0,0.0,0.0
197,2002-09-16,20.8,7.94,,,,,,,,1384000.0,0.0,545000.0,0.0,0.0,0.0
198,2002-09-23,21.2,16.10,,,,,,,,3178989.0,0.0,593758.0,0.0,0.0,0.0
199,2002-09-30,19.9,17.67,,,,,,,,3199000.0,0.0,255000.0,0.0,0.0,0.0
200,2002-10-07,18.8,5.57,,,,,,,,723000.0,0.0,164000.0,0.0,139000.0,0.0
201,2002-10-15,15.4,5.67,,,,,,,,386000.0,0.0,58000.0,0.0,92000.0,0.0
202,2002-10-21,14.6,3.31,,,,,,,,218000.0,0.0,6000.0,0.0,0.0,0.0
203,2002-10-28,12.0,7.12,,,,,,,,2303000.0,0.0,44000.0,0.0,0.0,0.0
204,2002-11-04,10.3,10.17,,,,,,,,2077000.0,0.0,86000.0,0.0,0.0,0.0
205,2002-11-11,11.5,4.06,,,,,,,,613000.0,0.0,212000.0,0.0,0.0,0.0
206,2002-11-18,9.4,1.49,,,,,,,,226000.0,0.0,69000.0,0.0,0.0,0.0
207,2002-11-25,8.3,2.78,,,,,,,,145000.0,0.0,37000.0,0.0,0.0,0.0
208,2002-12-02,6.3,6.19,,,,,,,,206000.0,0.0,33000.0,0.0,0.0,0.0
209,2002-12-09,3.4,7.80,,,,,,,,1603000.0,0.0,736000.0,98000.0,0.0,0.0
210,2002-12-16,4.1,6.82,,,,,,,,1437152.0,0.0,966744.0,74080.0,0.0,0.0
211,2002-12-20,4.5,6.69,,,,,,,,1620000.0,0.0,1312000.0,152000.0,0.0,0.0
212,2003-01-03,3.9,9.33,,,,,,,,1143000.0,0.0,748000.0,295000.0,0.0,0.0
213,2003-01-06,3.5,5.56,,,,,,,,1137000.0,0.0,847000.0,0.0,0.0,0.0
214,2003-01-13,2.8,7.87,,,,,,,,1097000.0,0.0,988000.0,0.0,10000.0,0.0
215,2003-01-20,1.0,5.98,,,,,,,,1655000.0,0.0,1336000.0,63000.0,16000.0,0.0
216,2003-01-27,-1.5,11.66,,,,,,,,2731000.0,0.0,2098000.0,244000.0,0.0,0.0
217,2003-02-03,0.3,13.25,,,,,,,,6770250.0,0.0,4918500.0,927000.0,0.0,0.0
218,2003-02-10,0.8,5.00,,,,,,,,4559784.0,0.0,3605580.0,438861.0,0.0,0.0
219,2003-02-20,-1.0,9.13,,,,,,,,6645288.0,0.0,4732710.0,437532.0,0.0,0.0
220,2003-02-24,0.2,6.02,0.13450742999999998,,,,,,,3295000.0,0.0,1783000.0,355000.0,0.0,0.0
221,2003-03-03,0.3,6.02,,,,,,,,2191000.0,0.0,329000.0,538000.0,0.0,0.0
222,2003-03-10,0.4,3.69,0.7793515649999999,,,,,,,926000.0,0.0,30000.0,408000.0,0.0,0.0
223,2003-03-19,3.2,6.92,,,,,,,,1960000.0,0.0,60000.0,718000.0,0.0,0.0
224,2003-03-24,4.8,8.38,3.5438285625,,,,,,,5118750.0,0.0,31500.0,850500.0,0.0,0.0
225,2003-03-31,6.3,11.01,,,,,,,,3446688.0,0.0,55200.0,117024.0,0.0,0.0
226,2003-04-09,3.6,16.50,2.6702973375,,,,,,,4303600.0,0.0,1428350.0,113950.0,0.0,0.0
227,2003-04-14,,16.67,,,,,,,,3798000.0,0.0,1970000.0,21000.0,0.0,0.0
228,2003-04-23,8.5,8.71,1.2008283675,,,,,,,3441000.0,0.0,2301000.0,0.0,0.0,0.0
229,2003-04-28,8.5,2.55,,,,,,,,838000.0,0.0,530000.0,0.0,0.0,0.0
230,2003-05-05,11.9,4.72,,1.178073,0.17105399999999998,2.310235,2.091359,0.218876,3.488308,319000.0,0.0,8000.0,0.0,0.0,0.0
231,2003-05-12,11.1,2.03,,,,,,,,578000.0,0.0,192000.0,15000.0,0.0,0.0
232,2003-05-21,12.9,5.57,0.26995776,0.24124299999999999,0.09411449999999999,0.108927,0.0469255,0.062001499999999994,0.35017,52000.0,0.0,15000.0,0.0,0.0,0.0
233,2003-05-28,12.3,0.86,9.06108768,3.8520160000000003,0.440969,2.269472,2.075851,0.193621,6.121488,15000.0,0.0,5000.0,0.0,0.0,0.0
234,2003-06-04,14.1,9.24,27.72294384,0.5463735000000001,0.261893,1.381735,1.1229265,0.2588085,1.9281085,47000.0,0.0,9000.0,0.0,0.0,0.0
235,2003-06-09,15.9,12.60,23.70529104,0.752151,0.240058,2.295406,1.9335049999999998,0.361901,3.047557,41000.0,0.0,0.0,0.0,0.0,0.0
236,2003-06-16,15.5,9.47,26.176030922499997,1.079329,0.409145,1.3201610000000001,1.12027,0.199891,2.39949,44000.0,0.0,0.0,0.0,0.0,0.0
237,2003-06-23,16.9,5.71,30.099166080000003,3.9247855000000005,0.58843475,2.4135530000000003,2.0461855000000004,0.36736749999999996,6.338338500000001,33000.0,0.0,13000.0,0.0,0.0,0.0
238,2003-06-30,19.9,10.37,0.12197274,0.614473,0.041023000000000004,0.196921,0.159576,0.037345,0.8113940000000001,944000.0,0.0,337000.0,0.0,0.0,0.0
239,2003-07-09,23.0,4.18,1.00975473,0.67746,0.410937,0.274356,0.24143799999999999,0.032918,0.951816,690000.0,0.0,335000.0,0.0,0.0,0.0
240,2003-07-14,20.4,6.31,0.58125312,1.168491,0.17603999999999997,0.278762,0.24181200000000003,0.03695,1.447253,1096000.0,0.0,563000.0,0.0,0.0,0.0
241,2003-07-21,22.0,0.57,1.6502577600000001,0.193365,0.46837100000000004,0.125186,0.120333,0.004853,0.31855100000000003,714000.0,0.0,480000.0,0.0,0.0,0.0
242,2003-07-28,22.0,3.16,0.22380825999999998,0.084258,0.5485960000000001,0.07142799999999999,0.05992299999999999,0.011505,0.155686,1081000.0,0.0,816000.0,0.0,0.0,0.0
243,2003-08-02,,,42.11370729,,,,,,,,,,,,
244,2003-08-02,,,42.11370729,,,,,,,,,,,,
245,2003-08-04,23.0,4.10,5.46609168,0.31920499999999996,0.7079230000000001,0.07994,0.051307,0.028633,0.39914499999999997,567000.0,0.0,53000.0,0.0,0.0,0.0
246,2003-08-13,24.5,4.30,32.13893472,1.076769,1.562006,0.041452,0.008493,0.032959,1.1182210000000001,650000.0,0.0,573000.0,0.0,0.0,0.0
247,2003-08-20,22.8,7.18,44.44165392000001,0.6263915,1.5431575,0.0992295,0.042997999999999995,0.056231500000000004,0.725621,163000.0,0.0,127000.0,0.0,0.0,0.0
248,2003-08-27,21.8,10.57,34.70290647750001,4.01,1.54,0.68,0.53,0.15,4.6899999999999995,168000.0,0.0,36000.0,0.0,0.0,0.0
249,2003-09-03,19.0,5.16,77.62016421,5.086364,1.374182,0.561353,0.431897,0.12945600000000002,5.647717,287000.0,0.0,204000.0,0.0,0.0,0.0
250,2003-09-10,19.4,15.33,35.2703808225,0.462829,0.814138,0.155993,0.111012,0.044981,0.618822,3177000.0,0.0,3058000.0,0.0,0.0,0.0
251,2003-09-17,20.2,4.88,42.82112832,0.760646,0.7025290000000001,0.079037,0.008537000000000003,0.0705,0.8396830000000001,57000.0,0.0,29000.0,0.0,0.0,0.0
252,2003-09-24,19.6,,71.5764643725,4.103492,0.9266630000000001,0.981192,0.7249859999999999,0.256206,5.084684,65000.0,0.0,24000.0,0.0,0.0,0.0
253,2003-09-29,20.3,6.04,50.2280304,7.70519,1.2122469999999999,2.359985,1.838042,0.521943,10.065175,66000.0,0.0,47000.0,0.0,0.0,0.0
254,2003-10-08,17.1,4.77,43.37759664000001,8.025443,1.4371749999999999,3.6697599999999997,2.8220979999999996,0.847662,11.695203,616000.0,0.0,557000.0,0.0,0.0,0.0
